ID Patient, Illness, Patient X, Patient Y, ID Ambulance, Ambulance Specialty, Ambulance X, Ambulance Y, Distance A→P, Availability,Accepted, Hospital ID, Hospital X,Hospital Y,Hospital Specialty,Distance,Chosen Hospital
p44,bones,87,8,a100,blood,25,7,62,true,No,h2,6,23,blood,82,No
p44,bones,87,8,a65,brain,67,75,69,false,No,h10,88,67,bones,59,No
p44,bones,87,8,a53,brain,45,75,79,false,No,h91,9,18,blood,78,No
p44,bones,87,8,a79,bones,49,50,56,true,No,h61,100,33,brain,28,No
p44,bones,87,8,a41,bones,8,81,107,true,No,h54,21,12,blood,66,No
p44,bones,87,8,a2,blood,81,80,72,false,No,h46,90,6,blood,3,No
p44,bones,87,8,a55,blood,55,82,80,true,No,h38,28,37,brain,65,No
p44,bones,87,8,a67,heart,29,54,74,true,No,h73,46,23,heart,43,No
p45,brain,77,30,a96,blood,29,39,48,true,No,h35,56,37,brain,22,No
p45,brain,77,30,a51,brain,53,8,32,true,No,h23,36,47,brain,44,No
p45,brain,77,30,a91,brain,28,41,50,false,No,h47,79,62,blood,32,No
p45,brain,77,30,a9,blood,45,1,43,true,No,h93,9,89,brain,90,No
p45,brain,77,30,a12,bones,28,20,50,true,No,h11,7,26,brain,70,No
p45,brain,77,30,a76,heart,70,68,38,true,No,h81,64,61,brain,33,No
p45,brain,77,30,a54,blood,76,61,31,true,No,h56,45,76,blood,56,No
p45,brain,77,30,a30,blood,36,71,57,false,No,h44,85,39,blood,12,No
p45,brain,77,30,a43,heart,51,54,35,true,No,h20,86,3,bones,28,No
p45,brain,77,30,a61,heart,69,6,25,true,No,h32,18,10,brain,62,No
p45,brain,77,30,a97,brain,8,93,93,false,No,h89,3,75,bones,86,No
p45,brain,77,30,a87,bones,5,89,93,true,No,h90,57,2,bones,34,No
p45,brain,77,30,a95,bones,87,87,57,false,No,h6,82,96,blood,66,No
p45,brain,77,30,a58,heart,74,9,21,false,No,h75,66,45,heart,18,No
p45,brain,77,30,a62,brain,41,64,49,false,No,h87,50,73,blood,50,No
p45,brain,77,30,a71,bones,18,37,59,true,No,h63,13,53,heart,68,No
p45,brain,77,30,a80,brain,57,40,22,false,No,h53,82,87,brain,57,No
p45,brain,77,30,a1,brain,72,84,54,false,No,h41,1,93,bones,98,No
p45,brain,77,30,a99,bones,33,27,44,true,No,h65,33,34,blood,44,No
p45,brain,77,30,a86,heart,49,83,59,false,No,h77,31,70,bones,60,No
p45,brain,77,30,a72,blood,69,13,18,true,No,h84,43,39,heart,35,No
p45,brain,77,30,a82,blood,38,84,66,true,No,h96,97,45,blood,25,No
p45,brain,77,30,a78,heart,15,76,77,false,No,h60,42,95,blood,73,No
p45,brain,77,30,a11,bones,64,48,22,true,No,h86,100,72,bones,47,No
p45,brain,77,30,a19,heart,35,60,51,true,No,h3,94,17,heart,21,No
p45,brain,77,30,a22,bones,67,66,37,true,No,h72,72,47,blood,17,No
p45,brain,77,30,a24,bones,10,4,71,true,No,h74,97,56,blood,32,No
p45,brain,77,30,a53,brain,45,75,55,false,No,h98,5,53,blood,75,No
p45,brain,77,30,a59,brain,2,44,76,true,No,h5,74,83,heart,53,No
p45,brain,77,30,a73,bones,17,2,66,true,No,h99,53,69,heart,45,No
p45,brain,77,30,a89,bones,30,31,47,true,No,h13,5,13,blood,73,No
p45,brain,77,30,a63,blood,7,5,74,true,No,h25,21,27,bones,56,No
p45,brain,77,30,a3,bones,58,48,26,true,No,h37,1,96,blood,100,No
p45,brain,77,30,a68,brain,17,5,65,true,No,h49,7,35,brain,70,No
p45,brain,77,30,a25,blood,61,59,33,true,No,h33,89,9,brain,24,No
p45,brain,77,30,a40,bones,29,90,76,true,No,h9,38,67,heart,53,No
p45,brain,77,30,a7,heart,27,21,50,true,No,h21,58,96,blood,68,No
p45,brain,77,30,a21,brain,37,15,42,true,No,h57,32,68,heart,58,No
p45,brain,77,30,a39,brain,49,66,45,false,No,h69,87,1,brain,30,No
p45,brain,77,30,a75,heart,4,63,80,true,No,h19,51,17,heart,29,No
p45,brain,77,30,a77,bones,28,51,53,true,No,h45,59,39,brain,20,No
p45,brain,77,30,a98,bones,58,37,20,false,No,h15,64,15,blood,19,No
p45,brain,77,30,a93,brain,33,100,82,false,No,h29,55,14,bones,27,No
p45,brain,77,30,a37,heart,87,47,19,true,No,h17,12,72,bones,77,No
p45,brain,77,30,a36,blood,91,81,52,false,No,h39,86,17,heart,15,No
p45,brain,77,30,a5,blood,96,5,31,false,No,h27,26,89,heart,77,No
p45,brain,77,30,a38,brain,71,75,45,false,No,h76,16,64,heart,69,No
p45,brain,77,30,a17,blood,22,28,55,true,No,h8,37,94,blood,75,No
p45,brain,77,30,a16,heart,7,40,70,true,No,h68,3,85,heart,92,No
p45,brain,77,30,a20,brain,90,2,30,true,No,h59,31,38,bones,46,No
p45,brain,77,30,a18,heart,100,91,65,true,No,h51,70,13,heart,18,No
p45,brain,77,30,a60,brain,70,40,12,false,No,h64,45,80,bones,59,No
p45,brain,77,30,a10,brain,19,17,59,true,No,h7,49,14,blood,32,No
p45,brain,77,30,a55,blood,55,82,56,true,No,h88,2,12,brain,77,No
p45,brain,77,30,a47,brain,81,56,26,false,No,h40,12,34,blood,65,No
p45,brain,77,30,a67,heart,29,54,53,true,No,h52,56,95,heart,68,No
p45,brain,77,30,a44,bones,15,46,64,false,No,h43,87,70,heart,41,No
p45,brain,77,30,a85,heart,94,20,19,true,No,h31,58,55,brain,31,No
p45,brain,77,30,a65,brain,67,75,46,false,No,h55,43,20,bones,35,No
p45,brain,77,30,a69,bones,92,44,20,false,No,h67,78,42,heart,12,No
p45,brain,77,30,a33,blood,58,95,67,true,No,h100,84,9,brain,22,No
p45,brain,77,30,a4,heart,15,61,69,false,No,h4,24,86,bones,77,No
p45,brain,77,30,a41,bones,8,81,85,true,No,h92,31,11,heart,49,No
p45,brain,77,30,a79,bones,49,50,34,true,No,h80,73,60,blood,30,No
p45,brain,77,30,a14,blood,3,97,99,false,No,h79,89,97,bones,68,No
p45,brain,77,30,a49,brain,21,10,59,true,No,h94,10,87,bones,87,No
p45,brain,77,30,a13,heart,28,6,54,true,No,h82,46,6,heart,39,No
p45,brain,77,30,a57,heart,91,13,22,true,No,h70,53,77,blood,52,No
p45,brain,77,30,a100,blood,25,7,56,true,No,h83,31,98,heart,82,No
p45,brain,77,30,a46,blood,10,36,67,true,No,h95,95,9,bones,27,No
p45,brain,77,30,a83,heart,34,76,62,true,No,h71,61,94,blood,65,No
p45,brain,77,30,a90,bones,86,18,15,false,No,h73,46,23,heart,31,No
p45,brain,77,30,a88,blood,96,85,58,true,No,h85,34,40,blood,44,No
p45,brain,77,30,a2,blood,81,80,50,false,No,h97,88,56,heart,28,No
p45,brain,77,30,a29,heart,14,29,63,false,No,h1,84,58,heart,28,No
p45,brain,77,30,a6,brain,31,56,52,false,No,h2,6,23,blood,71,No
p45,brain,77,30,a28,brain,7,22,70,true,No,h61,100,33,brain,23,No
p45,brain,77,30,a45,heart,67,21,13,false,No,h50,100,49,blood,29,No
p45,brain,77,30,a35,bones,79,5,25,false,No,h62,11,79,heart,82,No
p45,brain,77,30,a31,bones,57,31,20,false,No,h91,9,18,blood,69,No
p45,brain,77,30,a64,bones,59,76,49,false,No,h78,96,95,bones,67,No
p45,brain,77,30,a42,blood,85,16,16,true,No,h66,67,49,brain,21,No
p45,brain,77,30,a32,bones,22,25,55,false,No,h30,73,100,blood,70,No
p45,brain,77,30,a81,brain,33,84,69,false,No,h54,21,12,blood,58,No
p45,brain,77,30,a52,brain,59,9,27,false,No,h42,57,88,heart,61,No
p45,brain,77,30,a26,brain,55,12,28,true,Yes,h46,90,6,blood,27,No
p45,brain,77,30,a56,brain,62,68,40,false,No,h58,21,39,blood,56,No
p45,brain,77,30,a94,blood,24,60,60,true,No,h10,88,67,bones,38,No
p45,brain,77,30,a74,brain,4,34,73,false,No,h36,33,51,heart,48,No
p45,brain,77,30,a84,bones,75,31,2,false,No,h48,80,75,bones,45,No
p45,brain,77,30,a50,brain,36,28,41,false,No,h34,63,39,brain,16,No
p45,brain,77,30,a8,heart,36,100,81,false,No,h22,70,25,brain,8,Yes
p45,brain,77,30,a23,bones,84,33,7,false,No,h38,28,37,brain,49,No
p45,brain,77,30,a15,heart,60,75,48,false,No,h12,20,61,heart,64,No
p45,brain,77,30,a92,blood,20,71,70,false,No,h24,51,2,blood,38,No
p45,brain,77,30,a48,heart,42,3,44,true,No,h14,2,3,blood,79,No
p45,brain,77,30,a70,blood,90,18,17,true,No,h18,58,34,blood,19,No
p45,brain,77,30,a66,heart,53,6,33,true,No,h26,27,58,bones,57,No
p45,brain,77,30,a34,bones,100,28,23,true,No,h16,84,55,blood,25,No
p45,brain,77,30,a27,blood,86,20,13,false,No,h28,52,11,heart,31,No
p46,blood,97,97,a96,blood,29,39,89,true,No,h35,56,37,brain,72,No
p46,blood,97,97,a47,brain,81,56,44,false,No,h23,36,47,brain,78,No
p46,blood,97,97,a51,brain,53,8,99,true,No,h47,79,62,blood,39,No
p46,blood,97,97,a59,brain,2,44,108,true,No,h59,31,38,bones,88,No
p46,blood,97,97,a23,bones,84,33,65,false,No,h11,7,26,brain,114,No
p46,blood,97,97,a11,bones,64,48,59,true,No,h93,9,89,brain,88,No
p46,blood,97,97,a35,bones,79,5,93,false,No,h81,64,61,brain,48,No
p46,blood,97,97,a60,brain,70,40,63,false,No,h68,3,85,heart,94,No
p46,blood,97,97,a72,blood,69,13,88,true,No,h20,86,3,bones,94,No
p46,blood,97,97,a84,bones,75,31,69,false,No,h56,45,76,blood,56,No
p46,blood,97,97,a38,brain,71,75,34,false,No,h44,85,39,blood,59,No
p46,blood,97,97,a14,blood,3,97,94,false,No,h32,18,10,brain,117,No
p46,blood,97,97,a26,brain,55,12,94,false,No,h90,57,2,bones,103,No
p46,blood,97,97,a81,brain,33,84,65,false,No,h6,82,96,blood,15,Yes
p46,blood,97,97,a17,blood,22,28,101,true,No,h89,3,75,bones,96,No
p46,blood,97,97,a19,heart,35,60,72,true,No,h87,50,73,blood,52,No
p46,blood,97,97,a91,brain,28,41,88,false,No,h51,70,13,heart,88,No
p46,blood,97,97,a16,heart,7,40,106,true,No,h75,66,45,heart,60,No
p46,blood,97,97,a70,blood,90,18,79,true,No,h8,37,94,blood,60,No
p46,blood,97,97,a9,blood,45,1,109,true,No,h53,82,87,brain,18,No
p46,blood,97,97,a29,heart,14,29,107,false,No,h63,13,53,heart,94,No
p46,blood,97,97,a82,blood,38,84,60,true,No,h77,31,70,bones,71,No
p46,blood,97,97,a93,brain,33,100,64,false,No,h41,1,93,bones,96,No
p46,blood,97,97,a90,bones,86,18,79,false,No,h65,33,34,blood,89,No
p46,blood,97,97,a28,brain,7,22,117,true,No,h84,43,39,heart,79,No
p46,blood,97,97,a98,bones,58,37,71,false,No,h86,100,72,bones,25,No
p46,blood,97,97,a94,blood,24,60,81,true,No,h96,97,45,blood,52,No
p46,blood,97,97,a86,heart,49,83,50,false,No,h3,94,17,heart,80,No
p46,blood,97,97,a5,blood,96,5,92,false,No,h60,42,95,blood,55,No
p46,blood,97,97,a74,brain,4,34,112,false,No,h99,53,69,heart,52,No
p46,blood,97,97,a36,blood,91,81,17,false,No,h72,72,47,blood,55,No
p46,blood,97,97,a50,brain,36,28,92,false,No,h74,97,56,blood,41,No
p46,blood,97,97,a48,heart,42,3,108,true,No,h98,5,53,blood,101,No
p46,blood,97,97,a12,bones,28,20,103,true,No,h5,74,83,heart,26,No
p46,blood,97,97,a24,bones,10,4,127,true,No,h13,5,13,blood,124,No
p46,blood,97,97,a56,brain,62,68,45,false,No,h25,21,27,bones,103,No
p46,blood,97,97,a68,brain,17,5,121,true,No,h37,1,96,blood,96,No
p46,blood,97,97,a44,bones,15,46,96,false,No,h49,7,35,brain,109,No
p46,blood,97,97,a32,bones,22,25,103,false,No,h33,89,9,brain,88,No
p46,blood,97,97,a20,brain,90,2,95,true,No,h45,59,39,brain,69,No
p46,blood,97,97,a40,bones,29,90,68,true,No,h9,38,67,heart,66,No
p46,blood,97,97,a46,blood,10,36,106,true,No,h21,58,96,blood,39,No
p46,blood,97,97,a58,heart,74,9,90,false,No,h57,32,68,heart,71,No
p46,blood,97,97,a34,bones,100,28,69,true,No,h69,87,1,brain,96,No
p46,blood,97,97,a22,bones,67,66,43,true,No,h19,51,17,heart,92,No
p46,blood,97,97,a76,heart,70,68,39,true,No,h15,64,15,blood,88,No
p46,blood,97,97,a3,bones,58,48,62,true,No,h29,55,14,bones,93,No
p46,blood,97,97,a64,bones,59,76,43,false,No,h17,12,72,bones,88,No
p46,blood,97,97,a52,brain,59,9,95,false,No,h27,26,89,heart,71,No
p46,blood,97,97,a66,heart,53,6,101,true,No,h76,16,64,heart,87,No
p46,blood,97,97,a78,heart,15,76,84,false,No,h64,45,80,bones,54,No
p46,blood,97,97,a54,blood,76,61,41,true,No,h7,49,14,blood,95,No
p46,blood,97,97,a1,brain,72,84,28,false,No,h100,84,9,brain,88,No
p46,blood,97,97,a42,blood,85,16,81,true,No,h31,58,55,brain,57,No
p46,blood,97,97,a30,blood,36,71,66,false,No,h40,12,34,blood,105,No
p46,blood,97,97,a43,heart,51,54,62,true,No,h94,10,87,bones,87,No
p46,blood,97,97,a31,bones,57,31,77,false,No,h80,73,60,blood,44,No
p46,blood,97,97,a7,heart,27,21,103,true,No,h71,61,94,blood,36,No
p46,blood,97,97,a80,brain,57,40,69,false,No,h95,95,9,bones,88,No
p46,blood,97,97,a92,blood,20,71,81,false,No,h73,46,23,heart,89,No
p46,blood,97,97,a18,heart,100,91,6,true,No,h85,34,40,blood,84,No
p46,blood,97,97,a88,blood,96,85,12,true,Yes,h70,53,77,blood,48,No
p46,blood,97,97,a10,brain,19,17,111,true,No,h54,21,12,blood,114,No
p46,blood,97,97,a39,brain,49,66,57,false,No,h46,90,6,blood,91,No
p46,blood,97,97,a27,blood,86,20,77,false,No,h10,88,67,bones,31,No
p46,blood,97,97,a71,bones,18,37,99,true,No,h48,80,75,bones,27,No
p46,blood,97,97,a83,heart,34,76,66,true,No,h34,63,39,brain,67,No
p46,blood,97,97,a15,heart,60,75,43,false,No,h38,28,37,brain,91,No
p46,blood,97,97,a95,bones,87,87,14,false,No,h22,70,25,brain,76,No
p46,blood,97,97,a62,brain,41,64,65,false,No,h2,6,23,blood,117,No
p46,blood,97,97,a69,bones,92,44,53,false,No,h58,21,39,blood,95,No
p46,blood,97,97,a45,heart,67,21,81,false,No,h62,11,79,heart,87,No
p46,blood,97,97,a57,heart,91,13,84,true,No,h66,67,49,brain,56,No
p46,blood,97,97,a33,blood,58,95,39,true,No,h91,9,18,blood,118,No
p46,blood,97,97,a21,brain,37,15,101,true,No,h30,73,100,blood,24,No
p46,blood,97,97,a49,brain,21,10,115,true,No,h78,96,95,bones,2,No
p46,blood,97,97,a37,heart,87,47,50,true,No,h36,33,51,heart,78,No
p46,blood,97,97,a61,heart,69,6,95,true,No,h1,84,58,heart,41,No
p46,blood,97,97,a13,heart,28,6,114,true,No,h42,57,88,heart,41,No
p46,blood,97,97,a73,bones,17,2,124,true,No,h50,100,49,blood,48,No
p46,blood,97,97,a25,blood,61,59,52,true,No,h97,88,56,heart,41,No
p46,blood,97,97,a97,brain,8,93,89,false,No,h83,31,98,heart,66,No
p46,blood,97,97,a85,heart,94,20,77,true,No,h61,100,33,brain,64,No
p46,blood,97,97,a8,heart,36,100,61,false,No,h24,51,2,blood,105,No
p46,blood,97,97,a99,bones,33,27,94,true,No,h18,58,34,blood,74,No
p46,blood,97,97,a87,bones,5,89,92,true,No,h16,84,55,blood,43,No
p46,blood,97,97,a75,heart,4,63,99,true,No,h28,52,11,heart,97,No
p46,blood,97,97,a6,brain,31,56,77,false,No,h12,20,61,heart,85,No
p46,blood,97,97,a63,blood,7,5,128,true,No,h14,2,3,blood,133,No
p46,blood,97,97,a89,bones,30,31,94,true,No,h26,27,58,bones,80,No
p46,blood,97,97,a4,heart,15,61,89,false,No,h43,87,70,heart,28,No
p46,blood,97,97,a77,bones,28,51,82,true,No,h92,31,11,heart,108,No
p46,blood,97,97,a100,blood,25,7,115,true,No,h4,24,86,bones,73,No
p46,blood,97,97,a65,brain,67,75,37,false,No,h79,89,97,bones,8,No
p46,blood,97,97,a53,brain,45,75,56,false,No,h82,46,6,heart,104,No
p46,blood,97,97,a79,bones,49,50,67,true,No,h52,56,95,heart,41,No
p46,blood,97,97,a41,bones,8,81,90,true,No,h55,43,20,bones,94,No
p46,blood,97,97,a2,blood,81,80,23,false,No,h39,86,17,heart,80,No
p46,blood,97,97,a55,blood,55,82,44,true,No,h88,2,12,brain,127,No
p46,blood,97,97,a67,heart,29,54,80,true,No,h67,78,42,heart,58,No
p47,blood,50,92,a96,blood,29,39,57,true,No,h23,36,47,brain,47,No
p47,blood,50,92,a47,brain,81,56,47,false,No,h47,79,62,blood,41,No
p47,blood,50,92,a51,brain,53,8,84,true,No,h59,31,38,bones,57,No
p47,blood,50,92,a59,brain,2,44,67,true,No,h20,86,3,bones,96,No
p47,blood,50,92,a23,bones,84,33,68,false,No,h44,85,39,blood,63,No
p47,blood,50,92,a11,bones,64,48,46,true,No,h81,64,61,brain,34,No
p47,blood,50,92,a35,bones,79,5,91,false,No,h68,3,85,heart,47,No
p47,blood,50,92,a60,brain,70,40,55,false,No,h11,7,26,brain,78,No
p47,blood,50,92,a72,blood,69,13,81,true,No,h93,9,89,brain,41,No
p47,blood,50,92,a84,bones,75,31,65,false,No,h56,45,76,blood,16,No
p47,blood,50,92,a38,brain,71,75,27,false,No,h90,57,2,bones,90,No
p47,blood,50,92,a14,blood,3,97,47,false,No,h6,82,96,blood,32,No
p47,blood,50,92,a26,brain,55,12,80,false,No,h32,18,10,brain,88,No
p47,blood,50,92,a17,blood,22,28,69,true,No,h89,3,75,bones,49,No
p47,blood,50,92,a29,heart,14,29,72,false,No,h87,50,73,blood,19,No
p47,blood,50,92,a81,brain,33,84,18,false,No,h51,70,13,heart,81,No
p47,blood,50,92,a93,brain,33,100,18,false,No,h75,66,45,heart,49,No
p47,blood,50,92,a19,heart,35,60,35,true,No,h8,37,94,blood,13,No
p47,blood,50,92,a90,bones,86,18,82,false,No,h63,13,53,heart,53,No
p47,blood,50,92,a91,brain,28,41,55,false,No,h53,82,87,brain,32,No
p47,blood,50,92,a16,heart,7,40,67,true,No,h77,31,70,bones,29,No
p47,blood,50,92,a70,blood,90,18,84,true,No,h41,1,93,bones,49,No
p47,blood,50,92,a9,blood,45,1,91,true,No,h65,33,34,blood,60,No
p47,blood,50,92,a82,blood,38,84,14,true,No,h84,43,39,heart,53,No
p47,blood,50,92,a28,brain,7,22,82,true,No,h96,97,45,blood,66,No
p47,blood,50,92,a98,bones,58,37,55,false,No,h60,42,95,blood,8,Yes
p47,blood,50,92,a94,blood,24,60,41,true,No,h86,100,72,bones,53,No
p47,blood,50,92,a86,heart,49,83,9,false,No,h3,94,17,heart,86,No
p47,blood,50,92,a5,blood,96,5,98,false,No,h72,72,47,blood,50,No
p47,blood,50,92,a74,brain,4,34,74,false,No,h99,53,69,heart,23,No
p47,blood,50,92,a36,blood,91,81,42,false,No,h74,97,56,blood,59,No
p47,blood,50,92,a50,brain,36,28,65,false,No,h98,5,53,blood,59,No
p47,blood,50,92,a48,heart,42,3,89,true,No,h5,74,83,heart,25,No
p47,blood,50,92,a62,brain,41,64,29,false,No,h13,5,13,blood,90,No
p47,blood,50,92,a12,bones,28,20,75,true,No,h25,21,27,bones,71,No
p47,blood,50,92,a24,bones,10,4,96,true,No,h37,1,96,blood,49,No
p47,blood,50,92,a56,brain,62,68,26,false,No,h49,7,35,brain,71,No
p47,blood,50,92,a68,brain,17,5,93,true,No,h33,89,9,brain,91,No
p47,blood,50,92,a44,bones,15,46,57,false,No,h45,59,39,brain,53,No
p47,blood,50,92,a32,bones,22,25,72,false,No,h9,38,67,heart,27,No
p47,blood,50,92,a20,brain,90,2,98,true,No,h21,58,96,blood,8,No
p47,blood,50,92,a40,bones,29,90,21,true,No,h57,32,68,heart,30,No
p47,blood,50,92,a46,blood,10,36,68,true,No,h69,87,1,brain,98,No
p47,blood,50,92,a58,heart,74,9,86,false,No,h19,51,17,heart,75,No
p47,blood,50,92,a34,bones,100,28,81,true,No,h15,64,15,blood,78,No
p47,blood,50,92,a22,bones,67,66,31,true,No,h29,55,14,bones,78,No
p47,blood,50,92,a76,heart,70,68,31,true,No,h17,12,72,bones,42,No
p47,blood,50,92,a3,bones,58,48,44,true,No,h76,16,64,heart,44,No
p47,blood,50,92,a64,bones,59,76,18,false,No,h27,26,89,heart,24,No
p47,blood,50,92,a52,brain,59,9,83,false,No,h39,86,17,heart,83,No
p47,blood,50,92,a66,heart,53,6,86,true,No,h64,45,80,bones,13,No
p47,blood,50,92,a78,heart,15,76,38,false,No,h88,2,12,brain,93,No
p47,blood,50,92,a54,blood,76,61,40,true,No,h7,49,14,blood,78,No
p47,blood,50,92,a1,brain,72,84,23,false,No,h40,12,34,blood,69,No
p47,blood,50,92,a42,blood,85,16,83,true,No,h52,56,95,heart,6,No
p47,blood,50,92,a30,blood,36,71,25,false,No,h43,87,70,heart,43,No
p47,blood,50,92,a43,heart,51,54,38,true,No,h31,58,55,brain,37,No
p47,blood,50,92,a31,bones,57,31,61,false,No,h67,78,42,heart,57,No
p47,blood,50,92,a7,heart,27,21,74,true,No,h55,43,20,bones,72,No
p47,blood,50,92,a80,brain,57,40,52,false,No,h100,84,9,brain,89,No
p47,blood,50,92,a92,blood,20,71,36,false,No,h4,24,86,bones,26,No
p47,blood,50,92,a18,heart,100,91,50,true,No,h92,31,11,heart,83,No
p47,blood,50,92,a88,blood,96,85,46,false,No,h80,73,60,blood,39,No
p47,blood,50,92,a10,brain,19,17,81,true,No,h79,89,97,bones,39,No
p47,blood,50,92,a39,brain,49,66,26,false,No,h94,10,87,bones,40,No
p47,blood,50,92,a27,blood,86,20,80,false,No,h82,46,6,heart,86,No
p47,blood,50,92,a71,bones,18,37,63,true,No,h70,53,77,blood,15,No
p47,blood,50,92,a83,heart,34,76,22,true,No,h83,31,98,heart,19,No
p47,blood,50,92,a15,heart,60,75,19,false,No,h95,95,9,bones,94,No
p47,blood,50,92,a95,bones,87,87,37,false,No,h71,61,94,blood,11,No
p47,blood,50,92,a69,bones,92,44,63,false,No,h73,46,23,heart,69,No
p47,blood,50,92,a45,heart,67,21,73,false,No,h85,34,40,blood,54,No
p47,blood,50,92,a57,heart,91,13,89,true,No,h97,88,56,heart,52,No
p47,blood,50,92,a33,blood,58,95,8,true,Yes,h1,84,58,heart,48,No
p47,blood,50,92,a21,brain,37,15,78,true,No,h2,6,23,blood,81,No
p47,blood,50,92,a37,heart,87,47,58,true,No,h61,100,33,brain,77,No
p47,blood,50,92,a49,brain,21,10,86,true,No,h50,100,49,blood,65,No
p47,blood,50,92,a61,heart,69,6,88,true,No,h62,11,79,heart,41,No
p47,blood,50,92,a13,heart,28,6,88,true,No,h91,9,18,blood,84,No
p47,blood,50,92,a25,blood,61,59,34,true,No,h78,96,95,bones,46,No
p47,blood,50,92,a73,bones,17,2,95,true,No,h66,67,49,brain,46,No
p47,blood,50,92,a97,brain,8,93,42,false,No,h30,73,100,blood,24,No
p47,blood,50,92,a8,heart,36,100,16,false,No,h54,21,12,blood,85,No
p47,blood,50,92,a99,bones,33,27,67,true,No,h42,57,88,heart,8,No
p47,blood,50,92,a85,heart,94,20,84,true,No,h46,90,6,blood,94,No
p47,blood,50,92,a87,bones,5,89,45,true,No,h58,21,39,blood,60,No
p47,blood,50,92,a75,heart,4,63,54,true,No,h10,88,67,bones,45,No
p47,blood,50,92,a6,brain,31,56,40,false,No,h36,33,51,heart,44,No
p47,blood,50,92,a63,blood,7,5,97,true,No,h48,80,75,bones,34,No
p47,blood,50,92,a89,bones,30,31,64,true,No,h34,63,39,brain,54,No
p47,blood,50,92,a4,heart,15,61,46,false,No,h22,70,25,brain,69,No
p47,blood,50,92,a77,bones,28,51,46,true,No,h38,28,37,brain,59,No
p47,blood,50,92,a100,blood,25,7,88,true,No,h12,20,61,heart,43,No
p47,blood,50,92,a65,brain,67,75,24,false,No,h24,51,2,blood,90,No
p47,blood,50,92,a53,brain,45,75,17,false,No,h14,2,3,blood,101,No
p47,blood,50,92,a79,bones,49,50,42,true,No,h18,58,34,blood,58,No
p47,blood,50,92,a41,bones,8,81,43,true,No,h26,27,58,bones,41,No
p47,blood,50,92,a2,blood,81,80,33,false,No,h16,84,55,blood,50,No
p47,blood,50,92,a55,blood,55,82,11,true,No,h35,56,37,brain,55,No
p47,blood,50,92,a67,heart,29,54,43,true,No,h28,52,11,heart,81,No
p48,heart,40,90,a96,blood,29,39,52,true,No,h89,3,75,bones,39,No
p48,heart,40,90,a47,brain,81,56,53,false,No,h20,86,3,bones,98,No
p48,heart,40,90,a51,brain,53,8,83,true,No,h81,64,61,brain,37,No
p48,heart,40,90,a59,brain,2,44,59,true,No,h6,82,96,blood,42,No
p48,heart,40,90,a23,bones,84,33,72,false,No,h56,45,76,blood,14,No
p48,heart,40,90,a11,bones,64,48,48,true,No,h11,7,26,brain,72,No
p48,heart,40,90,a35,bones,79,5,93,false,No,h93,9,89,brain,31,No
p48,heart,40,90,a60,brain,70,40,58,false,No,h90,57,2,bones,89,No
p48,heart,40,90,a72,blood,69,13,82,true,No,h47,79,62,blood,48,No
p48,heart,40,90,a84,bones,75,31,68,false,No,h68,3,85,heart,37,No
p48,heart,40,90,a38,brain,71,75,34,false,No,h32,18,10,brain,82,No
p48,heart,40,90,a14,blood,3,97,37,false,No,h59,31,38,bones,52,No
p48,heart,40,90,a26,brain,55,12,79,false,No,h44,85,39,blood,68,No
p48,heart,40,90,a17,blood,22,28,64,true,No,h87,50,73,blood,19,No
p48,heart,40,90,a29,heart,14,29,66,false,No,h51,70,13,heart,82,No
p48,heart,40,90,a81,brain,33,84,9,false,No,h8,37,94,blood,5,No
p48,heart,40,90,a93,brain,33,100,12,false,No,h53,82,87,brain,42,No
p48,heart,40,90,a19,heart,35,60,30,true,No,h41,1,93,bones,39,No
p48,heart,40,90,a90,bones,86,18,85,false,No,h84,43,39,heart,51,No
p48,heart,40,90,a91,brain,28,41,50,false,No,h60,42,95,blood,5,No
p48,heart,40,90,a16,heart,7,40,59,true,No,h86,100,72,bones,62,No
p48,heart,40,90,a70,blood,90,18,87,true,No,h3,94,17,heart,90,No
p48,heart,40,90,a9,blood,45,1,89,true,No,h99,53,69,heart,24,No
p48,heart,40,90,a82,blood,38,84,6,true,No,h98,5,53,blood,50,No
p48,heart,40,90,a28,brain,7,22,75,true,No,h13,5,13,blood,84,No
p48,heart,40,90,a98,bones,58,37,55,false,No,h37,1,96,blood,39,No
p48,heart,40,90,a94,blood,24,60,34,true,No,h23,36,47,brain,43,No
p48,heart,40,90,a86,heart,49,83,11,false,No,h35,56,37,brain,55,No
p48,heart,40,90,a5,blood,96,5,101,false,No,h49,7,35,brain,64,No
p48,heart,40,90,a74,brain,4,34,66,false,No,h9,38,67,heart,23,No
p48,heart,40,90,a36,blood,91,81,51,false,No,h57,32,68,heart,23,No
p48,heart,40,90,a50,brain,36,28,62,false,No,h45,59,39,brain,54,No
p48,heart,40,90,a48,heart,42,3,87,true,No,h21,58,96,blood,18,No
p48,heart,40,90,a62,brain,41,64,26,false,No,h69,87,1,brain,100,No
p48,heart,40,90,a12,bones,28,20,71,true,No,h33,89,9,brain,94,No
p48,heart,40,90,a24,bones,10,4,91,true,No,h19,51,17,heart,73,No
p48,heart,40,90,a56,brain,62,68,31,false,No,h15,64,15,blood,78,No
p48,heart,40,90,a68,brain,17,5,88,true,No,h29,55,14,bones,77,No
